new_idx,new_file,new_instance_id,source_buffer,source_local_idx,old_file,old_instance_id,instance_type,time_window_type,global_value
2875,solomon_dataset_2875_C_narrow_1777582045.txt,solomon_dataset_2875_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1851,solomon_dataset_1851_C_narrow_1777490079.txt,solomon_dataset_1851_C_narrow_1777490079,C,narrow,1083.1003321036433
2876,solomon_dataset_2876_RC_wide_1777582045.txt,solomon_dataset_2876_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1852,solomon_dataset_1852_RC_wide_1777490079.txt,solomon_dataset_1852_RC_wide_1777490079,RC,wide,705.1836969002114
2877,solomon_dataset_2877_RC_narrow_1777582045.txt,solomon_dataset_2877_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1853,solomon_dataset_1853_RC_narrow_1777490079.txt,solomon_dataset_1853_RC_narrow_1777490079,RC,narrow,1057.0193119941448
2878,solomon_dataset_2878_C_narrow_1777582045.txt,solomon_dataset_2878_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1854,solomon_dataset_1854_C_narrow_1777490079.txt,solomon_dataset_1854_C_narrow_1777490079,C,narrow,1002.6437007728279
2879,solomon_dataset_2879_C_wide_1777582045.txt,solomon_dataset_2879_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1855,solomon_dataset_1855_C_wide_1777490079.txt,solomon_dataset_1855_C_wide_1777490079,C,wide,875.563595335799
2880,solomon_dataset_2880_R_wide_1777582045.txt,solomon_dataset_2880_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1856,solomon_dataset_1856_R_wide_1777490079.txt,solomon_dataset_1856_R_wide_1777490079,R,wide,1098.9148556852404
2881,solomon_dataset_2881_C_narrow_1777582045.txt,solomon_dataset_2881_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1857,solomon_dataset_1857_C_narrow_1777490079.txt,solomon_dataset_1857_C_narrow_1777490079,C,narrow,499.7264566433855
2882,solomon_dataset_2882_C_wide_1777582045.txt,solomon_dataset_2882_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1858,solomon_dataset_1858_C_wide_1777490079.txt,solomon_dataset_1858_C_wide_1777490079,C,wide,689.9988322085434
2883,solomon_dataset_2883_C_wide_1777582045.txt,solomon_dataset_2883_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1859,solomon_dataset_1859_C_wide_1777490079.txt,solomon_dataset_1859_C_wide_1777490079,C,wide,1109.3810799960047
2884,solomon_dataset_2884_RC_narrow_1777582045.txt,solomon_dataset_2884_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1860,solomon_dataset_1860_RC_narrow_1777490079.txt,solomon_dataset_1860_RC_narrow_1777490079,RC,narrow,977.2143712140555
2885,solomon_dataset_2885_C_narrow_1777582045.txt,solomon_dataset_2885_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1861,solomon_dataset_1861_C_narrow_1777490079.txt,solomon_dataset_1861_C_narrow_1777490079,C,narrow,845.8077488237624
2886,solomon_dataset_2886_C_narrow_1777582045.txt,solomon_dataset_2886_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1862,solomon_dataset_1862_C_narrow_1777490079.txt,solomon_dataset_1862_C_narrow_1777490079,C,narrow,883.4486067196422
2887,solomon_dataset_2887_C_narrow_1777582045.txt,solomon_dataset_2887_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1863,solomon_dataset_1863_C_narrow_1777490079.txt,solomon_dataset_1863_C_narrow_1777490079,C,narrow,415.38164816287826
2888,solomon_dataset_2888_C_narrow_1777582045.txt,solomon_dataset_2888_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1864,solomon_dataset_1864_C_narrow_1777490079.txt,solomon_dataset_1864_C_narrow_1777490079,C,narrow,902.470169308682
2889,solomon_dataset_2889_C_wide_1777582045.txt,solomon_dataset_2889_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1865,solomon_dataset_1865_C_wide_1777490079.txt,solomon_dataset_1865_C_wide_1777490079,C,wide,658.0753836238988
2890,solomon_dataset_2890_C_narrow_1777582045.txt,solomon_dataset_2890_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1866,solomon_dataset_1866_C_narrow_1777490079.txt,solomon_dataset_1866_C_narrow_1777490079,C,narrow,587.8661446938318
2891,solomon_dataset_2891_C_wide_1777582045.txt,solomon_dataset_2891_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1867,solomon_dataset_1867_C_wide_1777490079.txt,solomon_dataset_1867_C_wide_1777490079,C,wide,574.5078510921876
2892,solomon_dataset_2892_C_narrow_1777582045.txt,solomon_dataset_2892_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1868,solomon_dataset_1868_C_narrow_1777490079.txt,solomon_dataset_1868_C_narrow_1777490079,C,narrow,720.0870552712482
2893,solomon_dataset_2893_R_wide_1777582045.txt,solomon_dataset_2893_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1869,solomon_dataset_1869_R_wide_1777490079.txt,solomon_dataset_1869_R_wide_1777490079,R,wide,1067.599274652391
2894,solomon_dataset_2894_C_wide_1777582045.txt,solomon_dataset_2894_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1870,solomon_dataset_1870_C_wide_1777490079.txt,solomon_dataset_1870_C_wide_1777490079,C,wide,814.209780923343
2895,solomon_dataset_2895_C_wide_1777582045.txt,solomon_dataset_2895_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1871,solomon_dataset_1871_C_wide_1777490079.txt,solomon_dataset_1871_C_wide_1777490079,C,wide,888.5909607777282
2896,solomon_dataset_2896_C_wide_1777582045.txt,solomon_dataset_2896_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1872,solomon_dataset_1872_C_wide_1777490079.txt,solomon_dataset_1872_C_wide_1777490079,C,wide,530.7369519017196
2897,solomon_dataset_2897_C_wide_1777582045.txt,solomon_dataset_2897_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1873,solomon_dataset_1873_C_wide_1777490079.txt,solomon_dataset_1873_C_wide_1777490079,C,wide,592.556396490422
2898,solomon_dataset_2898_C_wide_1777582045.txt,solomon_dataset_2898_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1874,solomon_dataset_1874_C_wide_1777490079.txt,solomon_dataset_1874_C_wide_1777490079,C,wide,520.644670697621
2899,solomon_dataset_2899_R_wide_1777582045.txt,solomon_dataset_2899_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1875,solomon_dataset_1875_R_wide_1777490079.txt,solomon_dataset_1875_R_wide_1777490079,R,wide,1023.7346444406699
2900,solomon_dataset_2900_C_narrow_1777582045.txt,solomon_dataset_2900_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1876,solomon_dataset_1876_C_narrow_1777490079.txt,solomon_dataset_1876_C_narrow_1777490079,C,narrow,797.3947846112919
2901,solomon_dataset_2901_C_narrow_1777582045.txt,solomon_dataset_2901_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1877,solomon_dataset_1877_C_narrow_1777490079.txt,solomon_dataset_1877_C_narrow_1777490079,C,narrow,401.1899456439517
2902,solomon_dataset_2902_R_wide_1777582045.txt,solomon_dataset_2902_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1878,solomon_dataset_1878_R_wide_1777490079.txt,solomon_dataset_1878_R_wide_1777490079,R,wide,983.2514033978116
2903,solomon_dataset_2903_C_narrow_1777582045.txt,solomon_dataset_2903_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1879,solomon_dataset_1879_C_narrow_1777490079.txt,solomon_dataset_1879_C_narrow_1777490079,C,narrow,700.8060888723141
2904,solomon_dataset_2904_C_wide_1777582045.txt,solomon_dataset_2904_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1880,solomon_dataset_1880_C_wide_1777490079.txt,solomon_dataset_1880_C_wide_1777490079,C,wide,710.1066853493725
2905,solomon_dataset_2905_C_narrow_1777582045.txt,solomon_dataset_2905_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1881,solomon_dataset_1881_C_narrow_1777490079.txt,solomon_dataset_1881_C_narrow_1777490079,C,narrow,719.5078376800149
2906,solomon_dataset_2906_RC_narrow_1777582045.txt,solomon_dataset_2906_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1882,solomon_dataset_1882_RC_narrow_1777490079.txt,solomon_dataset_1882_RC_narrow_1777490079,RC,narrow,1128.246325291422
2907,solomon_dataset_2907_C_wide_1777582045.txt,solomon_dataset_2907_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1883,solomon_dataset_1883_C_wide_1777490079.txt,solomon_dataset_1883_C_wide_1777490079,C,wide,596.8479962604249
2908,solomon_dataset_2908_C_narrow_1777582045.txt,solomon_dataset_2908_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1884,solomon_dataset_1884_C_narrow_1777490079.txt,solomon_dataset_1884_C_narrow_1777490079,C,narrow,733.6366256758166
2909,solomon_dataset_2909_C_wide_1777582045.txt,solomon_dataset_2909_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1885,solomon_dataset_1885_C_wide_1777490079.txt,solomon_dataset_1885_C_wide_1777490079,C,wide,541.7134155953717
2910,solomon_dataset_2910_C_wide_1777582045.txt,solomon_dataset_2910_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1886,solomon_dataset_1886_C_wide_1777490079.txt,solomon_dataset_1886_C_wide_1777490079,C,wide,623.6463454169444
2911,solomon_dataset_2911_C_wide_1777582045.txt,solomon_dataset_2911_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1887,solomon_dataset_1887_C_wide_1777490079.txt,solomon_dataset_1887_C_wide_1777490079,C,wide,580.1145277081923
2912,solomon_dataset_2912_C_narrow_1777582045.txt,solomon_dataset_2912_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1888,solomon_dataset_1888_C_narrow_1777490079.txt,solomon_dataset_1888_C_narrow_1777490079,C,narrow,919.1451701102721
2913,solomon_dataset_2913_R_wide_1777582045.txt,solomon_dataset_2913_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1889,solomon_dataset_1889_R_wide_1777490079.txt,solomon_dataset_1889_R_wide_1777490079,R,wide,896.8665472862539
2914,solomon_dataset_2914_C_narrow_1777582045.txt,solomon_dataset_2914_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1890,solomon_dataset_1890_C_narrow_1777490079.txt,solomon_dataset_1890_C_narrow_1777490079,C,narrow,498.80458107237894
2915,solomon_dataset_2915_R_wide_1777582045.txt,solomon_dataset_2915_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1891,solomon_dataset_1891_R_wide_1777490079.txt,solomon_dataset_1891_R_wide_1777490079,R,wide,1152.810905262411
2916,solomon_dataset_2916_R_narrow_1777582045.txt,solomon_dataset_2916_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1892,solomon_dataset_1892_R_narrow_1777490079.txt,solomon_dataset_1892_R_narrow_1777490079,R,narrow,1463.1148207097692
2917,solomon_dataset_2917_R_wide_1777582045.txt,solomon_dataset_2917_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1893,solomon_dataset_1893_R_wide_1777490079.txt,solomon_dataset_1893_R_wide_1777490079,R,wide,881.5283220843997
2918,solomon_dataset_2918_RC_wide_1777582045.txt,solomon_dataset_2918_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1894,solomon_dataset_1894_RC_wide_1777490079.txt,solomon_dataset_1894_RC_wide_1777490079,RC,wide,804.3792661281271
2919,solomon_dataset_2919_C_narrow_1777582045.txt,solomon_dataset_2919_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1895,solomon_dataset_1895_C_narrow_1777490079.txt,solomon_dataset_1895_C_narrow_1777490079,C,narrow,793.1814025223189
2920,solomon_dataset_2920_C_narrow_1777582045.txt,solomon_dataset_2920_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1896,solomon_dataset_1896_C_narrow_1777490079.txt,solomon_dataset_1896_C_narrow_1777490079,C,narrow,729.9952954279164
2921,solomon_dataset_2921_C_wide_1777582045.txt,solomon_dataset_2921_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1897,solomon_dataset_1897_C_wide_1777490079.txt,solomon_dataset_1897_C_wide_1777490079,C,wide,560.4133443188424
2922,solomon_dataset_2922_RC_wide_1777582045.txt,solomon_dataset_2922_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1898,solomon_dataset_1898_RC_wide_1777490079.txt,solomon_dataset_1898_RC_wide_1777490079,RC,wide,865.3403579616623
2923,solomon_dataset_2923_C_wide_1777582045.txt,solomon_dataset_2923_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1899,solomon_dataset_1899_C_wide_1777490079.txt,solomon_dataset_1899_C_wide_1777490079,C,wide,647.0253696036411
2924,solomon_dataset_2924_C_wide_1777582045.txt,solomon_dataset_2924_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1900,solomon_dataset_1900_C_wide_1777490079.txt,solomon_dataset_1900_C_wide_1777490079,C,wide,548.2873628097586
2925,solomon_dataset_2925_C_narrow_1777582045.txt,solomon_dataset_2925_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1901,solomon_dataset_1901_C_narrow_1777490079.txt,solomon_dataset_1901_C_narrow_1777490079,C,narrow,526.0842149094599
2926,solomon_dataset_2926_RC_narrow_1777582045.txt,solomon_dataset_2926_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1902,solomon_dataset_1902_RC_narrow_1777490079.txt,solomon_dataset_1902_RC_narrow_1777490079,RC,narrow,1025.9715833974192
2927,solomon_dataset_2927_R_narrow_1777582045.txt,solomon_dataset_2927_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1903,solomon_dataset_1903_R_narrow_1777490079.txt,solomon_dataset_1903_R_narrow_1777490079,R,narrow,1340.8462554311839
2928,solomon_dataset_2928_R_narrow_1777582045.txt,solomon_dataset_2928_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1904,solomon_dataset_1904_R_narrow_1777490079.txt,solomon_dataset_1904_R_narrow_1777490079,R,narrow,1440.6566855930291
2929,solomon_dataset_2929_C_narrow_1777582045.txt,solomon_dataset_2929_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1905,solomon_dataset_1905_C_narrow_1777490079.txt,solomon_dataset_1905_C_narrow_1777490079,C,narrow,725.9925191625479
2930,solomon_dataset_2930_C_narrow_1777582045.txt,solomon_dataset_2930_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1906,solomon_dataset_1906_C_narrow_1777490079.txt,solomon_dataset_1906_C_narrow_1777490079,C,narrow,923.877509212988
2931,solomon_dataset_2931_C_narrow_1777582045.txt,solomon_dataset_2931_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1907,solomon_dataset_1907_C_narrow_1777490079.txt,solomon_dataset_1907_C_narrow_1777490079,C,narrow,633.1114970067832
2932,solomon_dataset_2932_C_narrow_1777582045.txt,solomon_dataset_2932_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1908,solomon_dataset_1908_C_narrow_1777490079.txt,solomon_dataset_1908_C_narrow_1777490079,C,narrow,723.7413139385685
2933,solomon_dataset_2933_C_narrow_1777582045.txt,solomon_dataset_2933_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1909,solomon_dataset_1909_C_narrow_1777490079.txt,solomon_dataset_1909_C_narrow_1777490079,C,narrow,1031.079969727329
2934,solomon_dataset_2934_C_wide_1777582045.txt,solomon_dataset_2934_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1910,solomon_dataset_1910_C_wide_1777490079.txt,solomon_dataset_1910_C_wide_1777490079,C,wide,604.8362480207054
2935,solomon_dataset_2935_C_wide_1777582045.txt,solomon_dataset_2935_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1911,solomon_dataset_1911_C_wide_1777490079.txt,solomon_dataset_1911_C_wide_1777490079,C,wide,494.2722552116487
2936,solomon_dataset_2936_RC_narrow_1777582045.txt,solomon_dataset_2936_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1912,solomon_dataset_1912_RC_narrow_1777490079.txt,solomon_dataset_1912_RC_narrow_1777490079,RC,narrow,894.6538576733448
2937,solomon_dataset_2937_C_narrow_1777582045.txt,solomon_dataset_2937_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1913,solomon_dataset_1913_C_narrow_1777490079.txt,solomon_dataset_1913_C_narrow_1777490079,C,narrow,799.8721929870757
2938,solomon_dataset_2938_C_narrow_1777582045.txt,solomon_dataset_2938_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1914,solomon_dataset_1914_C_narrow_1777490079.txt,solomon_dataset_1914_C_narrow_1777490079,C,narrow,797.9050305156708
2939,solomon_dataset_2939_C_wide_1777582045.txt,solomon_dataset_2939_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1915,solomon_dataset_1915_C_wide_1777490079.txt,solomon_dataset_1915_C_wide_1777490079,C,wide,747.4449366988754
2940,solomon_dataset_2940_C_narrow_1777582045.txt,solomon_dataset_2940_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1916,solomon_dataset_1916_C_narrow_1777490079.txt,solomon_dataset_1916_C_narrow_1777490079,C,narrow,649.4327973505888
2941,solomon_dataset_2941_C_wide_1777582045.txt,solomon_dataset_2941_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1917,solomon_dataset_1917_C_wide_1777490079.txt,solomon_dataset_1917_C_wide_1777490079,C,wide,669.4988987442284
2942,solomon_dataset_2942_C_narrow_1777582045.txt,solomon_dataset_2942_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1918,solomon_dataset_1918_C_narrow_1777490079.txt,solomon_dataset_1918_C_narrow_1777490079,C,narrow,1087.9339550593
2943,solomon_dataset_2943_C_narrow_1777582045.txt,solomon_dataset_2943_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1919,solomon_dataset_1919_C_narrow_1777490079.txt,solomon_dataset_1919_C_narrow_1777490079,C,narrow,780.9087106319623
2944,solomon_dataset_2944_C_wide_1777582045.txt,solomon_dataset_2944_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1920,solomon_dataset_1920_C_wide_1777490079.txt,solomon_dataset_1920_C_wide_1777490079,C,wide,534.0533968080875
2945,solomon_dataset_2945_C_narrow_1777582045.txt,solomon_dataset_2945_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1921,solomon_dataset_1921_C_narrow_1777490079.txt,solomon_dataset_1921_C_narrow_1777490079,C,narrow,809.2383730746474
2946,solomon_dataset_2946_C_narrow_1777582045.txt,solomon_dataset_2946_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1922,solomon_dataset_1922_C_narrow_1777490079.txt,solomon_dataset_1922_C_narrow_1777490079,C,narrow,548.0613720864814
2947,solomon_dataset_2947_C_narrow_1777582045.txt,solomon_dataset_2947_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1923,solomon_dataset_1923_C_narrow_1777490079.txt,solomon_dataset_1923_C_narrow_1777490079,C,narrow,860.3269437750278
2948,solomon_dataset_2948_C_wide_1777582045.txt,solomon_dataset_2948_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1924,solomon_dataset_1924_C_wide_1777490079.txt,solomon_dataset_1924_C_wide_1777490079,C,wide,417.7154959361402
2949,solomon_dataset_2949_C_wide_1777582045.txt,solomon_dataset_2949_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1925,solomon_dataset_1925_C_wide_1777490079.txt,solomon_dataset_1925_C_wide_1777490079,C,wide,496.64080159119163
2950,solomon_dataset_2950_RC_narrow_1777582045.txt,solomon_dataset_2950_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1926,solomon_dataset_1926_RC_narrow_1777490079.txt,solomon_dataset_1926_RC_narrow_1777490079,RC,narrow,924.8501435574816
2951,solomon_dataset_2951_R_wide_1777582045.txt,solomon_dataset_2951_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1927,solomon_dataset_1927_R_wide_1777490079.txt,solomon_dataset_1927_R_wide_1777490079,R,wide,989.7108502501629
2952,solomon_dataset_2952_C_narrow_1777582045.txt,solomon_dataset_2952_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1928,solomon_dataset_1928_C_narrow_1777490079.txt,solomon_dataset_1928_C_narrow_1777490079,C,narrow,734.3737493980844
2953,solomon_dataset_2953_C_wide_1777582045.txt,solomon_dataset_2953_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1929,solomon_dataset_1929_C_wide_1777490079.txt,solomon_dataset_1929_C_wide_1777490079,C,wide,568.3408365206666
2954,solomon_dataset_2954_C_wide_1777582045.txt,solomon_dataset_2954_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1930,solomon_dataset_1930_C_wide_1777490079.txt,solomon_dataset_1930_C_wide_1777490079,C,wide,625.6173949350513
2955,solomon_dataset_2955_C_narrow_1777582045.txt,solomon_dataset_2955_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1931,solomon_dataset_1931_C_narrow_1777490079.txt,solomon_dataset_1931_C_narrow_1777490079,C,narrow,1000.9873371889173
2956,solomon_dataset_2956_C_wide_1777582045.txt,solomon_dataset_2956_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1932,solomon_dataset_1932_C_wide_1777490079.txt,solomon_dataset_1932_C_wide_1777490079,C,wide,459.0877638059427
2957,solomon_dataset_2957_C_narrow_1777582045.txt,solomon_dataset_2957_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1933,solomon_dataset_1933_C_narrow_1777490079.txt,solomon_dataset_1933_C_narrow_1777490079,C,narrow,644.2711583990797
2958,solomon_dataset_2958_C_wide_1777582045.txt,solomon_dataset_2958_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1934,solomon_dataset_1934_C_wide_1777490079.txt,solomon_dataset_1934_C_wide_1777490079,C,wide,506.0827456770644
2959,solomon_dataset_2959_C_narrow_1777582045.txt,solomon_dataset_2959_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1935,solomon_dataset_1935_C_narrow_1777490079.txt,solomon_dataset_1935_C_narrow_1777490079,C,narrow,715.976843602817
2960,solomon_dataset_2960_C_narrow_1777582045.txt,solomon_dataset_2960_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,1936,solomon_dataset_1936_C_narrow_1777490079.txt,solomon_dataset_1936_C_narrow_1777490079,C,narrow,592.035337238867
